row_id,gmaps_dist,gmaps_duration
527,1151.0,322.0
528,1725.0,415.0
530,21230.0,1832.0
531,1139.0,268.0
532,7896.0,1058.0
533,3528.0,724.0
534,11409.0,1627.0
535,11737.0,1394.0
536,1742.0,465.0
537,10590.0,1639.0
538,1693.0,466.0
539,1077.0,344.0
540,2268.0,594.0
541,1420.0,418.0
542,1145.0,400.0
543,11454.0,1350.0
544,13325.0,1153.0
545,1756.0,563.0
546,2928.0,924.0
547,1369.0,458.0
548,2010.0,622.0
549,1080.0,309.0
550,4683.0,1132.0
551,1906.0,352.0
552,3785.0,974.0
553,3042.0,805.0
554,1714.0,643.0
555,24483.0,1735.0
556,2191.0,501.0
557,1000.0,285.0
558,4606.0,852.0
559,2377.0,510.0
560,17571.0,1852.0
561,1122.0,440.0
562,1574.0,450.0
563,27049.0,1667.0
564,1547.0,459.0
565,218.0,78.0
566,1432.0,399.0
567,2281.0,648.0
568,11509.0,1365.0
569,2217.0,656.0
570,3194.0,655.0
571,12176.0,1108.0
572,3555.0,862.0
573,3385.0,770.0
574,4082.0,1138.0
575,4351.0,888.0
576,1949.0,710.0
577,35169.0,1733.0
578,10915.0,1355.0
579,4233.0,795.0
580,5940.0,1222.0
581,3298.0,881.0
582,9025.0,1045.0
583,2872.0,717.0
584,6118.0,1505.0
585,3119.0,812.0
586,1898.0,544.0
587,1589.0,308.0
588,3366.0,825.0
589,1754.0,471.0
590,2081.0,510.0
591,1160.0,483.0
592,7098.0,1351.0
593,5904.0,829.0
594,2149.0,550.0
595,2868.0,715.0
596,2428.0,793.0
597,1630.0,402.0
598,2287.0,476.0
599,5844.0,1480.0
600,961.0,234.0
601,1995.0,620.0
602,3283.0,992.0
603,5035.0,940.0
604,6677.0,1280.0
605,1073.0,217.0
607,1885.0,434.0
608,3710.0,884.0
609,5691.0,890.0
610,1344.0,296.0
611,1268.0,260.0
612,1156.0,269.0
613,5484.0,1127.0
614,2321.0,579.0
615,2792.0,735.0
616,16151.0,1141.0
617,1105.0,301.0
618,5561.0,1408.0
619,5868.0,1086.0
620,5950.0,641.0
621,1936.0,443.0
622,1575.0,301.0
623,1765.0,560.0
624,3533.0,1003.0
625,3042.0,777.0
626,4069.0,664.0
627,1628.0,333.0
628,5031.0,1063.0
629,24903.0,1665.0
630,2493.0,794.0
631,2224.0,559.0
632,6884.0,1465.0
633,2902.0,608.0
634,2527.0,518.0
635,1728.0,420.0
636,2227.0,766.0
637,2233.0,542.0
638,3771.0,980.0
639,8321.0,1604.0
640,711.0,193.0
642,1252.0,413.0
643,3449.0,774.0
644,3552.0,773.0
645,2228.0,472.0
646,2401.0,382.0
647,2101.0,655.0
648,6633.0,1192.0
649,1588.0,442.0
650,7312.0,598.0
651,1926.0,474.0
652,5004.0,1180.0
653,2640.0,528.0
654,2426.0,684.0
655,2222.0,422.0
656,11606.0,984.0
657,3139.0,630.0
658,1028.0,371.0
659,895.0,255.0
660,2235.0,645.0
661,4302.0,798.0
662,14535.0,1196.0
663,2104.0,448.0
664,913.0,206.0
665,1861.0,525.0
666,34255.0,2420.0
667,1761.0,587.0
668,949.0,226.0
669,3595.0,664.0
670,4428.0,473.0
671,1860.0,538.0
672,3018.0,889.0
673,22442.0,1295.0
674,2757.0,785.0
675,10328.0,495.0
676,1351.0,269.0
677,1949.0,569.0
678,5995.0,1058.0
679,4867.0,1213.0
680,1623.0,366.0
681,1891.0,632.0
682,3190.0,890.0
683,2606.0,658.0
684,13317.0,1126.0
685,15987.0,1872.0
686,2117.0,439.0
687,6489.0,816.0
688,3610.0,760.0
689,3877.0,825.0
690,5393.0,1222.0
691,1018.0,285.0
692,22619.0,1284.0
693,2552.0,638.0
694,8514.0,1199.0
695,24534.0,1657.0
696,7939.0,850.0
697,15461.0,1304.0
698,1097.0,310.0
699,3793.0,909.0
700,3318.0,1030.0
701,1946.0,652.0
702,1503.0,441.0
703,30289.0,2646.0
704,2152.0,562.0
705,15137.0,1122.0
706,2383.0,762.0
707,2499.0,780.0
708,659.0,248.0
709,1989.0,597.0
710,3169.0,509.0
711,6333.0,918.0
712,2658.0,627.0
713,1119.0,349.0
714,1923.0,375.0
715,22654.0,1507.0
716,748.0,218.0
717,3757.0,746.0
718,2667.0,649.0
719,14974.0,1410.0
720,4626.0,835.0
721,4848.0,1204.0
722,5117.0,1304.0
723,8476.0,949.0
724,23866.0,1347.0
725,22376.0,1294.0
726,2535.0,635.0
727,774.0,149.0
728,4621.0,876.0
729,2157.0,490.0
730,2688.0,657.0
731,1527.0,320.0
732,5706.0,1498.0
733,4875.0,1023.0
734,3100.0,763.0
735,5587.0,1018.0
736,3320.0,867.0
737,1678.0,469.0
738,1584.0,545.0
739,1389.0,336.0
740,1335.0,441.0
741,3503.0,842.0
742,633.0,241.0
743,3438.0,823.0
744,1817.0,474.0
745,21879.0,1101.0
746,17536.0,1907.0
747,6083.0,563.0
748,69.0,21.0
749,2025.0,690.0
750,21953.0,1180.0
751,22448.0,1222.0
753,1327.0,408.0
754,3960.0,1150.0
755,4592.0,1110.0
756,8179.0,914.0
757,7290.0,1175.0
758,2271.0,512.0
759,2979.0,712.0
760,8849.0,1401.0
761,1832.0,474.0
762,559.0,195.0
763,16605.0,1098.0
764,2711.0,763.0
765,1905.0,516.0
766,29072.0,2388.0
767,683.0,159.0
768,371.0,69.0
769,2294.0,665.0
770,9449.0,1941.0
771,5317.0,705.0
772,3083.0,693.0
773,4920.0,1203.0
774,22952.0,1355.0
776,3842.0,951.0
777,2907.0,651.0
779,8451.0,1455.0
780,1355.0,313.0
781,13408.0,1531.0
782,1734.0,410.0
783,2656.0,774.0
784,4200.0,790.0
785,5422.0,1372.0
786,30180.0,2559.0
787,2295.0,600.0
788,27353.0,1779.0
789,1537.0,501.0
790,1784.0,469.0
791,902.0,261.0
792,2590.0,754.0
793,3089.0,832.0
794,8553.0,1899.0
795,2107.0,613.0
796,1067.0,305.0
797,8284.0,1440.0
798,3226.0,892.0
799,6208.0,917.0
800,1394.0,327.0
801,8297.0,1546.0
802,1425.0,477.0
803,649.0,245.0
804,3115.0,680.0
805,745.0,182.0
806,22663.0,1699.0
807,1326.0,521.0
809,2085.0,322.0
810,3416.0,662.0
812,2870.0,612.0
813,2293.0,605.0
814,2128.0,655.0
815,14112.0,1821.0
817,22874.0,1329.0
818,28689.0,2110.0
819,2921.0,812.0
820,2173.0,501.0
821,2402.0,474.0
822,1940.0,485.0
823,2503.0,742.0
824,887.0,294.0
825,30063.0,2312.0
826,2713.0,647.0
827,1032.0,179.0
828,1852.0,397.0
829,3232.0,949.0
830,8305.0,1110.0
831,5209.0,759.0
832,6980.0,783.0
833,12041.0,1175.0
834,696.0,177.0
835,711.0,202.0
836,4446.0,1015.0
837,14952.0,1476.0
838,22894.0,1439.0
839,5775.0,1103.0
840,4057.0,604.0
841,28505.0,2161.0
842,1391.0,470.0
843,1063.0,314.0
844,4740.0,1170.0
845,3106.0,822.0
846,3011.0,765.0
847,3380.0,723.0
848,1643.0,469.0
849,1067.0,346.0
850,1158.0,406.0
851,2181.0,494.0
852,922.0,279.0
853,7283.0,868.0
854,2337.0,737.0
855,,
856,5972.0,740.0
857,30391.0,2015.0
858,6833.0,1236.0
859,12362.0,688.0
860,4742.0,1042.0
861,5536.0,881.0
862,3838.0,679.0
863,1308.0,342.0
864,1330.0,365.0
865,1387.0,465.0
866,8379.0,1516.0
867,690.0,172.0
868,802.0,233.0
869,6858.0,1432.0
870,22390.0,1248.0
871,3432.0,720.0
872,22850.0,1386.0
873,3071.0,824.0
874,3228.0,840.0
875,2241.0,497.0
876,2090.0,511.0
877,1360.0,411.0
878,2962.0,761.0
879,4287.0,907.0
880,9497.0,1206.0
881,1423.0,372.0
882,9418.0,1587.0
883,4403.0,1013.0
884,701.0,226.0
885,709.0,224.0
886,6600.0,822.0
887,2064.0,566.0
888,2191.0,409.0
889,3272.0,709.0
890,2909.0,622.0
891,4008.0,792.0
892,3570.0,820.0
893,4495.0,1103.0
894,5103.0,913.0
895,5557.0,1187.0
896,3278.0,662.0
897,4457.0,1053.0
898,2804.0,501.0
899,2844.0,581.0
900,1922.0,442.0
901,0.0,0.0
902,838.0,177.0
903,3399.0,979.0
904,1407.0,381.0
905,1424.0,265.0
906,1495.0,468.0
908,1251.0,313.0
909,2668.0,482.0
910,3672.0,519.0
911,10569.0,1474.0
912,12598.0,944.0
913,1386.0,369.0
914,2825.0,738.0
915,2825.0,625.0
916,12556.0,1233.0
917,9630.0,919.0
918,993.0,401.0
919,1839.0,544.0
920,1736.0,600.0
921,1622.0,501.0
922,3754.0,1040.0
923,4323.0,1247.0
924,4388.0,700.0
925,20660.0,2037.0
926,1067.0,270.0
927,2609.0,714.0
928,5243.0,897.0
929,4130.0,914.0
930,2451.0,479.0
931,2409.0,487.0
932,5855.0,548.0
933,3982.0,782.0
935,4338.0,958.0
936,3248.0,586.0
937,1914.0,437.0
938,3161.0,840.0
939,4039.0,999.0
940,2259.0,518.0
941,3922.0,1085.0
942,3270.0,764.0
943,3310.0,652.0
944,1257.0,309.0
945,4298.0,947.0
946,2675.0,541.0
947,1565.0,391.0
948,932.0,224.0
949,9594.0,1449.0
950,3886.0,917.0
951,10553.0,1436.0
952,7234.0,1147.0
953,1716.0,425.0
954,2349.0,607.0
955,2219.0,625.0
956,1041.0,236.0
957,1847.0,489.0
958,12975.0,1588.0
959,6241.0,886.0
960,5616.0,639.0
961,670.0,197.0
962,3587.0,709.0
963,1142.0,384.0
964,2871.0,668.0
965,3546.0,876.0
966,840.0,275.0
967,1727.0,263.0
968,2251.0,430.0
969,1363.0,294.0
970,865.0,231.0
971,21545.0,1440.0
972,10967.0,780.0
973,2220.0,436.0
974,1771.0,478.0
975,5208.0,1009.0
976,1849.0,537.0
977,3455.0,745.0
978,14258.0,1442.0
979,5905.0,957.0
980,31017.0,2153.0
981,2594.0,703.0
982,8256.0,1133.0
984,9056.0,1614.0
985,1039.0,305.0
986,5475.0,1318.0
987,21223.0,1014.0
988,3040.0,513.0
989,1838.0,466.0
990,1727.0,482.0
991,1279.0,409.0
992,3252.0,749.0
993,2913.0,760.0
994,8700.0,1716.0
996,1854.0,385.0
997,3926.0,729.0
998,10861.0,1356.0
999,2560.0,436.0
1000,1746.0,452.0
1001,2453.0,669.0
1002,3936.0,774.0
1003,603.0,178.0
1004,1291.0,369.0
1005,3649.0,731.0
1006,1451.0,277.0
1007,3046.0,424.0
1008,10006.0,1028.0
1009,6221.0,964.0
1010,3080.0,758.0
1011,3028.0,694.0
1012,22171.0,1388.0
1013,27469.0,2021.0
1014,2131.0,528.0
1015,3003.0,691.0
1016,7096.0,1423.0
1017,2598.0,689.0
1018,2040.0,504.0
1019,940.0,312.0
1020,4244.0,767.0
1021,2716.0,651.0
1022,2803.0,850.0
1023,720.0,219.0
1024,1539.0,472.0
1025,2477.0,463.0
1026,2454.0,683.0
1027,1626.0,578.0
1029,3133.0,711.0
1030,2223.0,548.0
1031,960.0,194.0
1032,3969.0,694.0
1033,2791.0,614.0
1034,880.0,196.0
1035,2872.0,600.0
1036,835.0,256.0
1037,3299.0,703.0
1038,4376.0,1197.0
1039,3629.0,637.0
1040,3758.0,821.0
1041,953.0,305.0
1042,6908.0,1554.0
1043,17550.0,1516.0
1044,1861.0,671.0
1045,20273.0,2651.0
1046,2640.0,717.0
1047,24882.0,1676.0
1048,2273.0,567.0
1049,3969.0,801.0
1050,6712.0,1183.0
1051,1000.0,217.0
1052,18918.0,1613.0
1053,10284.0,1070.0
1054,1017.0,319.0
1055,2688.0,569.0
1057,3566.0,622.0
1058,909.0,222.0
1059,4629.0,1023.0
1060,2717.0,673.0
1061,23453.0,1536.0
1062,1619.0,438.0
1063,2683.0,710.0
1064,3107.0,744.0
1065,19573.0,1799.0
1066,6169.0,1258.0
1067,3101.0,848.0
1068,2800.0,875.0
1069,7180.0,1081.0
1070,808.0,246.0
1071,612.0,145.0
1072,4860.0,822.0
1073,2922.0,322.0
1074,2360.0,668.0
1075,29357.0,2397.0
1076,1071.0,247.0
1077,8476.0,961.0
1078,7495.0,1453.0
1079,506.0,185.0
1080,3894.0,846.0
1081,3196.0,623.0
1082,5515.0,999.0
1083,9117.0,951.0
1084,1678.0,634.0
1085,4415.0,1157.0
1086,1704.0,464.0
1087,3868.0,719.0
1088,1094.0,428.0
1089,3297.0,797.0
1090,5092.0,1286.0
1091,2660.0,861.0
1092,6030.0,823.0
1093,16502.0,1250.0
1094,2243.0,519.0
1095,421.0,115.0
1096,6594.0,1345.0
1097,4595.0,725.0
1098,1032.0,342.0
1099,9550.0,1435.0
1100,10494.0,1019.0
1101,4014.0,850.0
1102,2373.0,653.0
1103,2283.0,515.0
1104,1075.0,316.0
1105,3923.0,660.0
1106,1368.0,251.0
1107,11329.0,1153.0
1108,2479.0,576.0
1109,2123.0,388.0
1110,3681.0,862.0
1111,4643.0,771.0
1112,1927.0,359.0
1113,3415.0,907.0
1114,276.0,71.0
1115,11851.0,1086.0
1116,2907.0,587.0
1117,11309.0,1148.0
1118,3169.0,885.0
1119,2183.0,536.0
1120,29039.0,2287.0
1121,3088.0,770.0
1122,1318.0,380.0
1123,9747.0,1537.0
1124,3923.0,1006.0
1125,2621.0,604.0
1126,11097.0,1526.0
1127,1147.0,434.0
1128,1376.0,349.0
1129,2440.0,559.0
1130,7699.0,1240.0
1131,790.0,245.0
1132,2757.0,652.0
1133,3024.0,775.0
1134,882.0,245.0
1136,3233.0,744.0
1137,1283.0,442.0
1138,586.0,243.0
1139,1585.0,453.0
1140,17946.0,1142.0
1141,956.0,305.0
1142,4488.0,1243.0
1143,544.0,228.0
1144,2231.0,727.0
1145,1821.0,439.0
1146,2383.0,516.0
1147,1482.0,447.0
1148,2635.0,467.0
1149,2374.0,537.0
1150,2259.0,452.0
1151,2787.0,504.0
1152,1145.0,350.0
1153,3760.0,860.0
1154,9661.0,1378.0
1155,1618.0,520.0
1156,3031.0,861.0
1157,2457.0,550.0
1158,1681.0,411.0
1159,23050.0,1799.0
1160,2324.0,610.0
1161,1355.0,323.0
1162,11834.0,1350.0
1163,40119.0,1774.0
1164,1554.0,579.0
1165,3258.0,885.0
1166,1185.0,275.0
1167,1710.0,389.0
1168,21404.0,1120.0
1169,4055.0,823.0
1170,2034.0,498.0
1171,4818.0,875.0
1172,2245.0,675.0
1174,23648.0,1607.0
1175,1350.0,374.0
1176,8912.0,962.0
1177,23684.0,1776.0
1178,4151.0,952.0
1179,24091.0,1784.0
1180,2162.0,461.0
1181,5492.0,995.0
1182,2054.0,603.0
1183,2031.0,560.0
1184,32119.0,2146.0
1185,506.0,122.0
1186,1558.0,527.0
1187,617.0,191.0
1188,6678.0,689.0
1189,1745.0,404.0
1190,12062.0,1847.0
1191,3167.0,587.0
1192,10904.0,1774.0
1193,1405.0,385.0
1194,27945.0,2170.0
1195,775.0,181.0
1196,2622.0,775.0
1197,3125.0,620.0
1198,1591.0,392.0
1199,2034.0,622.0
1200,382.0,92.0
1201,8864.0,743.0
1202,7463.0,1119.0
1203,11934.0,1119.0
1204,3028.0,706.0
1205,2555.0,692.0
1206,990.0,351.0
1207,5793.0,1434.0
1208,2643.0,509.0
1209,24207.0,1556.0
1210,4132.0,720.0
1211,1224.0,323.0
1212,10270.0,1625.0
1213,2184.0,583.0
1214,1253.0,352.0
1215,26339.0,2065.0
1216,2607.0,821.0
1217,4188.0,490.0
1218,2891.0,808.0
1219,4923.0,982.0
1220,1072.0,311.0
1221,10350.0,1239.0
1222,1735.0,465.0
1223,4409.0,1176.0
1224,1875.0,506.0
1225,1169.0,382.0
1226,11928.0,1501.0
1227,2793.0,688.0
1228,2987.0,702.0
1229,15515.0,1702.0
1230,489.0,107.0
1231,1186.0,261.0
1232,8454.0,1699.0
1233,1641.0,460.0
1234,27354.0,1772.0
1235,6013.0,814.0
1236,1902.0,580.0
1237,1135.0,411.0
1238,599.0,207.0
1239,873.0,288.0
1240,1465.0,408.0
1241,812.0,199.0
1242,4809.0,1005.0
1243,2111.0,511.0
1244,1209.0,392.0
1245,5093.0,1313.0
1246,794.0,211.0
1247,999.0,264.0
1248,1793.0,534.0
1249,2012.0,514.0
1250,2719.0,769.0
1251,9697.0,836.0
1252,24973.0,1639.0
1253,4168.0,1138.0
1254,1760.0,542.0
